,Name,Political Affiliation at Appointment,Senatorial Designation / Province or Territory,Appointed on the advice of,Term (yyyy.mm.dd),start_date,end_date,reason
276,"Macfarlane, Alexander",Conservative (1867-1942),"Wallace, Nova Scotia","Macdonald, John Alexander",1870.10.10 - 1898.12.14  (Death),1870-10-10 00:00:00,1898-12-14 00:00:00,Death
277,"MacInnes, Donald",Liberal-Conservative,"Burlington, Ontario","Macdonald, John Alexander",1881.12.24 - 1900.12.02  (Death),1881-12-24 00:00:00,1900-12-02 00:00:00,Death
278,"Mackay, Robert",Liberal Party of Canada,"Alma, Quebec","Laurier, Wilfrid",1901.01.21 - 1916.12.25  (Death),1901-01-21 00:00:00,1916-12-25 00:00:00,Death
279,"MacKeen, David",Conservative (1867-1942),"Cape Breton, Nova Scotia","Bowell, Mackenzie",1896.02.21 - 1915.10.15  (Resignation),1896-02-21 00:00:00,1915-10-15 00:00:00,Resignation
280,"Mackenzie, Ian Alistair",Liberal Party of Canada,"Vancouver Centre, British Columbia","King, William Lyon Mackenzie",1948.01.19 - 1949.09.02  (Death),1948-01-19 00:00:00,1949-09-02 00:00:00,Death
281,"MacKenzie, Norman Archibald MacRae",Independent Liberal,"University-Point Grey, British Columbia","Pearson, Lester Bowles",1966.02.24 - 1969.01.05  (Retirement),1966-02-24 00:00:00,1969-01-05 00:00:00,Retirement
282,"MacKinnon, James Angus",Liberal Party of Canada,"Edmonton, Alberta","St-Laurent, Louis Stephen",1949.05.09 - 1958.04.18  (Death),1949-05-09 00:00:00,1958-04-18 00:00:00,Death
283,"MacLennan, Donald",Liberal Party of Canada,"Margaree Forks, Nova Scotia","King, William Lyon Mackenzie",1940.01.29 - 1953.10.19  (Death),1940-01-29 00:00:00,1953-10-19 00:00:00,Death
284,"Macnaughton, Alan Aylesworth",Liberal Party of Canada,"Saurel, Quebec","Pearson, Lester Bowles",1966.07.08 - 1978.07.30  (Retirement),1966-07-08 00:00:00,1978-07-30 00:00:00,Retirement
285,"Macpherson, David Lewis",Conservative (1867-1942),"Saugeen, Ontario",Royal Proclamation,1867.10.23 - 1896.08.16  (Death),1867-10-23 00:00:00,1896-08-16 00:00:00,Death
286,"Macquarrie, Heath Nelson",Progressive Conservative Party,"Hillsborough, Prince Edward Island","Clark, Charles Joseph",1979.10.03 - 1994.09.18  (Retirement),1979-10-03 00:00:00,1994-09-18 00:00:00,Retirement
287,"MacTavish, Duncan Kenneth",Liberal Party of Canada,"Ontario, Ontario","Pearson, Lester Bowles",1963.06.11 - 1963.11.15  (Death),1963-06-11 00:00:00,1963-11-15 00:00:00,Death
288,"Maheu, Shirley",Liberal Party of Canada,"Rougemont, Quebec","Chrétien, Joseph Jacques Jean",1996.02.01 - 2006.02.01  (Death),1996-02-01 00:00:00,2006-02-01 00:00:00,Death
289,"Mahovlich, Frank W.",Liberal Party of Canada,"Toronto, Ontario","Chrétien, Joseph Jacques Jean",1998.06.11 - 2013.01.10  (Retirement),1998-06-11 00:00:00,2013-01-10 00:00:00,Retirement
290,"Malhiot, Charles-Christophe",Liberal Party of Canada,"De la Vallière, Quebec",Royal Proclamation,1867.10.23 - 1874.11.09  (Death),1867-10-23 00:00:00,1874-11-09 00:00:00,Death
291,"Maloney, Marian L.",Liberal Party of Canada,"Surprise Lake, Thunder Bay, North Western Ontario, Ontario","Chrétien, Joseph Jacques Jean",1998.06.11 - 1999.08.16  (Retirement),1998-06-11 00:00:00,1999-08-16 00:00:00,Retirement
292,"Maltais, Ghislain",Conservative Party of Canada,"Shawinigan, Quebec","Harper, Stephen",2012.01.06 -,2012-01-06 00:00:00,,
293,"Manning, Ernest Charles",Social Credit Party,"Edmonton West, Alberta","Trudeau, Pierre Elliott",1970.10.07 - 1983.09.20  (Retirement),1970-10-07 00:00:00,1983-09-20 00:00:00,Retirement
294,"Manning, Fabian",Conservative Party of Canada,"Newfoundland and Labrador, Newfoundland and Labrador","Harper, Stephen",2011.05.25 -,2011-05-25 00:00:00,,
295,"Manning, Fabian",Conservative Party of Canada,"Newfoundland and Labrador, Newfoundland and Labrador","Harper, Stephen",2009.01.02 - 2011.03.28  (Resignation),2009-01-02 00:00:00,2011-03-28 00:00:00,Resignation
296,"Marchand, Jean",Liberal Party of Canada,"De la Vallière, Quebec","Trudeau, Pierre Elliott",1976.12.09 - 1983.12.15  (Resignation),1976-12-09 00:00:00,1983-12-15 00:00:00,Resignation
297,"Marchand, Len",Liberal Party of Canada,"Kamloops-Cariboo, British Columbia","Trudeau, Pierre Elliott",1984.06.29 - 1998.03.01  (Resignation),1984-06-29 00:00:00,1998-03-01 00:00:00,Resignation
298,"Marcotte, Arthur",Conservative (1867-1942),"Ponteix, Saskatchewan","Bennett, Richard Bedford",1931.07.06 - 1958.08.18  (Death),1931-07-06 00:00:00,1958-08-18 00:00:00,Death
299,"Marsden, Lorna",Liberal Party of Canada,"Toronto-Taddle Creek, Ontario","Trudeau, Pierre Elliott",1984.01.24 - 1992.08.31  (Resignation),1984-01-24 00:00:00,1992-08-31 00:00:00,Resignation
300,"Marshall, Duncan McLean",Liberal Party of Canada,"Peel, Ontario","King, William Lyon Mackenzie",1938.01.20 - 1946.01.16  (Death),1938-01-20 00:00:00,1946-01-16 00:00:00,Death
301,"Marshall, Elizabeth",Conservative Party of Canada,"Newfoundland and Labrador, Newfoundland and Labrador","Harper, Stephen",2010.01.29 -,2010-01-29 00:00:00,,
302,"Marshall, Jack",Progressive Conservative Party,"Humber-St. George's-St. Barbe, Newfoundland and Labrador","Trudeau, Pierre Elliott",1978.03.23 - 1994.11.26  (Retirement),1978-03-23 00:00:00,1994-11-26 00:00:00,Retirement
303,"Martin, Paul Joseph James",Liberal Party of Canada,"Windsor-Walkerville, Ontario","Trudeau, Pierre Elliott",1968.04.20 - 1974.10.30  (Resignation),1968-04-20 00:00:00,1974-10-30 00:00:00,Resignation
304,"Martin, Peter Francis",Conservative (1867-1942),"Halifax, Nova Scotia","Meighen, Arthur",1921.12.05 - 1935.05.02  (Death),1921-12-05 00:00:00,1935-05-02 00:00:00,Death
305,"Martin, Yonah",Conservative Party of Canada,"British Columbia, British Columbia","Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
306,"Mason, James",Conservative (1867-1942),"Toronto, Ontario","Borden, Robert Laird",1913.05.26 - 1918.07.16  (Death),1913-05-26 00:00:00,1918-07-16 00:00:00,Death
307,"Massicotte, Paul J.",Liberal Party of Canada,"De Lanaudière, Quebec","Chrétien, Joseph Jacques Jean",2003.06.26 -,2003-06-26 00:00:00,,
308,"Masson, Louis-François-Rodrigue",Conservative (1867-1942),"Mille Isles, Quebec","Macdonald, John Alexander",1882.09.29 - 1887.02.01  (Resignation),1882-09-29 00:00:00,1887-02-01 00:00:00,Resignation
309,"Masson, Louis-François-Rodrigue",Conservative (1867-1942),"Mille Isles, Quebec","Macdonald, John Alexander",1890.02.03 - 1903.06.11  (Resignation),1890-02-03 00:00:00,1903-06-11 00:00:00,Resignation
310,"Matheson, Roderick",Conservative (1867-1942),"Ontario, Ontario",Royal Proclamation,1867.10.23 - 1873.01.13  (Death),1867-10-23 00:00:00,1873-01-13 00:00:00,Death
311,"McCall, Alexander",Conservative (1867-1942),"Simcoe, Ontario","Borden, Robert Laird",1913.05.26 - 1925.06.10  (Death),1913-05-26 00:00:00,1925-06-10 00:00:00,Death
312,"McCallum, Lachlin",Liberal-Conservative,"Monck, Ontario","Macdonald, John Alexander",1887.02.04 - 1903.01.13  (Death),1887-02-04 00:00:00,1903-01-13 00:00:00,Death
313,"McClelan, Abner Reid",Liberal Party of Canada,"New Brunswick, New Brunswick",Royal Proclamation,1867.10.23 - 1896.12.09  (Resignation),1867-10-23 00:00:00,1896-12-09 00:00:00,Resignation
314,"McCoig, Archibald Blake",Liberal Party of Canada,"Kent, Ontario","King, William Lyon Mackenzie",1922.01.04 - 1927.11.21  (Death),1922-01-04 00:00:00,1927-11-21 00:00:00,Death
315,"McCormick, John",Conservative (1867-1942),"Sydney Mines, Nova Scotia","Meighen, Arthur",1921.09.21 - 1936.02.21  (Death),1921-09-21 00:00:00,1936-02-21 00:00:00,Death
316,"McCoy, Elaine",Progressive Conservative Party,"Alberta, Alberta","Martin, Paul Edgar Philippe",2005.03.24 -,2005-03-24 00:00:00,,
317,"McCrea, Walter",Liberal Party of Canada,"Ontario, Ontario",Royal Proclamation,1867.10.23 - 1871.01.05  (Resignation),1867-10-23 00:00:00,1871-01-05 00:00:00,Resignation
318,"McCully, Jonathan",Liberal Party of Canada,"Nova Scotia, Nova Scotia",Royal Proclamation,1867.10.23 - 1870.09.28  (Resignation),1867-10-23 00:00:00,1870-09-28 00:00:00,Resignation
319,"McCutcheon, Malcolm Wallace",Progressive Conservative Party,"Gormley, Ontario","Diefenbaker, John George",1962.08.09 - 1968.05.13  (Resignation),1962-08-09 00:00:00,1968-05-13 00:00:00,Resignation
320,"McDonald, Alexander Hamilton",Liberal Party of Canada,"Moosimin, Saskatchewan","Pearson, Lester Bowles",1965.08.13 - 1980.03.31  (Death),1965-08-13 00:00:00,1980-03-31 00:00:00,Death
321,"McDonald, Charles",Liberal Party of Canada,"British Columbia, British Columbia","King, William Lyon Mackenzie",1935.12.30 - 1936.10.06  (Death),1935-12-30 00:00:00,1936-10-06 00:00:00,Death
322,"McDonald, Donald",Liberal Party of Canada,"Ontario Divisional, Ontario",Royal Proclamation,1867.10.23 - 1879.01.20  (Death),1867-10-23 00:00:00,1879-01-20 00:00:00,Death
323,"McDonald, John Alexander",Liberal Party of Canada,"King's, Nova Scotia","King, William Lyon Mackenzie",1945.04.18 - 1962.04.16  (Death),1945-04-18 00:00:00,1962-04-16 00:00:00,Death
324,"McDonald, John Anthony",Independent,"Shediac, New Brunswick","Meighen, Arthur",1921.02.17 - 1948.12.12  (Death),1921-02-17 00:00:00,1948-12-12 00:00:00,Death
325,"McDonald, William",Conservative (1867-1942),"Cape Breton, Nova Scotia","Macdonald, John Alexander",1884.05.12 - 1916.07.04  (Death),1884-05-12 00:00:00,1916-07-04 00:00:00,Death
326,"McDougald, Wilfrid Laurier",Liberal Party of Canada,"Wellington, Quebec","King, William Lyon Mackenzie",1926.06.25 - 1932.05.03  (Resignation),1926-06-25 00:00:00,1932-05-03 00:00:00,Resignation
327,"McElman, Charles Robert",Liberal Party of Canada,"Nashwaak Valley, New Brunswick","Pearson, Lester Bowles",1966.02.24 - 1990.04.01  (Resignation),1966-02-24 00:00:00,1990-04-01 00:00:00,Resignation
328,"McGeer, Gerald Grattan",Liberal Party of Canada,"Vancouver-Burrard, British Columbia","King, William Lyon Mackenzie",1945.06.09 - 1947.08.11  (Death),1945-06-09 00:00:00,1947-08-11 00:00:00,Death
329,"McGrand, Frederic Addison",Liberal Party of Canada,"Sunbury, New Brunswick","St-Laurent, Louis Stephen",1955.07.28 - 1988.01.22  (Resignation),1955-07-28 00:00:00,1988-01-22 00:00:00,Resignation
330,"McGregor, James Drummond",Liberal Party of Canada,"New Glasgow, Nova Scotia","Laurier, Wilfrid",1903.04.24 - 1910.10.01  (Resignation),1903-04-24 00:00:00,1910-10-01 00:00:00,Resignation
331,"McGuire, William Henry",Liberal Party of Canada,"East York, Ontario","King, William Lyon Mackenzie",1926.12.20 - 1957.10.31  (Death),1926-12-20 00:00:00,1957-10-31 00:00:00,Death
332,"McHugh, George",Liberal Party of Canada,"Victoria, Ontario","Laurier, Wilfrid",1901.01.21 - 1926.11.28  (Death),1901-01-21 00:00:00,1926-11-28 00:00:00,Death
333,"McIlraith, George James",Liberal Party of Canada,"Ottawa Valley, Ontario","Trudeau, Pierre Elliott",1972.04.27 - 1983.07.29  (Retirement),1972-04-27 00:00:00,1983-07-29 00:00:00,Retirement
334,"McInnes, Thomas Robert",Independent,"Ashcroft, British Columbia","Macdonald, John Alexander",1881.12.24 - 1897.11.18  (Resignation),1881-12-24 00:00:00,1897-11-18 00:00:00,Resignation
335,"McInnis, Thomas Johnson",Conservative Party of Canada,"Nova Scotia, Nova Scotia","Harper, Stephen",2012.09.06 -,2012-09-06 00:00:00,,
336,"McIntyre, James Peter",Liberal Party of Canada,"Mount Stewart, Prince Edward Island","King, William Lyon Mackenzie",1943.02.19 - 1957.04.08  (Death),1943-02-19 00:00:00,1957-04-08 00:00:00,Death
337,"McIntyre, Paul E.",Conservative Party of Canada,"New Brunswick, New Brunswick","Harper, Stephen",2012.09.06 -,2012-09-06 00:00:00,,
338,"McKay, Thomas",Liberal-Conservative,"Truro, Nova Scotia","Macdonald, John Alexander",1881.12.24 - 1912.01.13  (Death),1881-12-24 00:00:00,1912-01-13 00:00:00,Death
339,"McKay, William",Conservative (1867-1942),"Cape Breton, Nova Scotia","Borden, Robert Laird",1912.11.20 - 1915.11.08  (Death),1912-11-20 00:00:00,1915-11-08 00:00:00,Death
340,"McKeen, Stanley Stewart",Liberal Party of Canada,"Vancouver, British Columbia","King, William Lyon Mackenzie",1947.01.27 - 1966.12.01  (Death),1947-01-27 00:00:00,1966-12-01 00:00:00,Death
341,"McKindsey, George Crawford",Conservative (1867-1942),"Milton, Ontario","Macdonald, John Alexander",1884.01.11 - 1901.02.12  (Death),1884-01-11 00:00:00,1901-02-12 00:00:00,Death
342,"McLaren, Peter",Conservative (1867-1942),"Perth, Ontario","Macdonald, John Alexander",1890.02.21 - 1919.05.23  (Death),1890-02-21 00:00:00,1919-05-23 00:00:00,Death
343,"McLean, Alexander Neil",Liberal Party of Canada,"Southern New Brunswick, New Brunswick","King, William Lyon Mackenzie",1945.04.18 - 1967.03.12  (Death),1945-04-18 00:00:00,1967-03-12 00:00:00,Death
344,"McLean, Donald Allan",Liberal Party of Canada,"Charlotte County, New Brunswick","Pearson, Lester Bowles",1968.03.15 - 1973.11.05  (Death),1968-03-15 00:00:00,1973-11-05 00:00:00,Death
345,"McLean, John",Conservative (1867-1942),"Souris, Prince Edward Island","Borden, Robert Laird",1915.12.03 - 1936.02.20  (Death),1915-12-03 00:00:00,1936-02-20 00:00:00,Death
346,"McLelan, Archibald Woodbury",Liberal-Conservative,"Londonderry, Nova Scotia","Macdonald, John Alexander",1869.06.21 - 1881.05.20  (Resignation),1869-06-21 00:00:00,1881-05-20 00:00:00,Resignation
347,"McLennan, John Stewart",Conservative (1867-1942),"Sydney, Nova Scotia","Borden, Robert Laird",1916.02.10 - 1939.09.15  (Death),1916-02-10 00:00:00,1939-09-15 00:00:00,Death
348,"McMaster, William",Liberal Party of Canada,"Midland, Ontario",Royal Proclamation,1867.10.23 - 1887.09.22  (Death),1867-10-23 00:00:00,1887-09-22 00:00:00,Death
349,"McMeans, Lendrum",Conservative (1867-1942),"Winnipeg, Manitoba","Borden, Robert Laird",1917.07.26 - 1941.09.13  (Death),1917-07-26 00:00:00,1941-09-13 00:00:00,Death
350,"McMillan, Donald",Conservative (1867-1942),"Alexandria, Ontario","Macdonald, John Alexander",1884.01.11 - 1914.07.26  (Death),1884-01-11 00:00:00,1914-07-26 00:00:00,Death
351,"McMullen, James",Liberal Party of Canada,"North Wellington, Ontario","Laurier, Wilfrid",1902.02.11 - 1913.03.18  (Death),1902-02-11 00:00:00,1913-03-18 00:00:00,Death
352,"McNamara, William Craig",Liberal Party of Canada,"Winnipeg, Manitoba","Trudeau, Pierre Elliott",1970.10.07 - 1979.08.08  (Retirement),1970-10-07 00:00:00,1979-08-08 00:00:00,Retirement
353,"McRae, Alexander Duncan",Conservative (1867-1942),"Vancouver, British Columbia","Bennett, Richard Bedford",1931.09.04 - 1946.06.26  (Death),1931-09-04 00:00:00,1946-06-26 00:00:00,Death
354,"McSweeney, Peter",Liberal Party of Canada,"Northumberland, New Brunswick","Laurier, Wilfrid",1899.03.15 - 1921.02.02  (Death),1899-03-15 00:00:00,1921-02-02 00:00:00,Death
355,"Meighen, Arthur",Conservative (1867-1942),"St. Marys, Ontario","Bennett, Richard Bedford",1932.03.02 - 1942.01.16  (Resignation),1932-03-02 00:00:00,1942-01-16 00:00:00,Resignation
356,"Meighen, Michael A.",Progressive Conservative Party,"St. Marys, Ontario (Division)","Mulroney, Martin Brian",1990.09.27 - 2012.02.06  (Resignation),1990-09-27 00:00:00,2012-02-06 00:00:00,Resignation
357,"Mercer, Terry M.",Liberal Party of Canada,"Northend Halifax, Nova Scotia","Chrétien, Joseph Jacques Jean",2003.11.07 -,2003-11-07 00:00:00,,
358,"Merchant, Pana",Liberal Party of Canada,"Saskatchewan, Saskatchewan","Chrétien, Joseph Jacques Jean",2002.12.12 -,2002-12-12 00:00:00,,
359,"Mercier, Léonce",Liberal Party of Canada,"Mille Isles, Quebec","Chrétien, Joseph Jacques Jean",1996.08.09 - 2001.08.11  (Retirement),1996-08-09 00:00:00,2001-08-11 00:00:00,Retirement
360,"Meredith, Don",Conservative Party of Canada,"Ontario, Ontario","Harper, Stephen",2010.12.18 -,2010-12-18 00:00:00,,
361,"Merner, Samuel",Conservative (1867-1942),"Hamburg, Ontario","Macdonald, John Alexander",1887.01.12 - 1908.08.11  (Death),1887-01-12 00:00:00,1908-08-11 00:00:00,Death
362,"Méthot, Léon",Progressive Conservative Party,"Shawinigan, Quebec","Diefenbaker, John George",1957.10.12 - 1972.08.06  (Death),1957-10-12 00:00:00,1972-08-06 00:00:00,Death
363,"Michaud, Hervé J.",Liberal Party of Canada,"Kent, New Brunswick","Pearson, Lester Bowles",1968.03.15 - 1978.06.05  (Death),1968-03-15 00:00:00,1978-06-05 00:00:00,Death
364,"Michener, Edward",Conservative (1867-1942),"Alberta, Alberta","Borden, Robert Laird",1918.02.05 - 1947.06.16  (Death),1918-02-05 00:00:00,1947-06-16 00:00:00,Death
365,"Miller, William",Liberal-Conservative,"Richmond, Nova Scotia",Royal Proclamation,1867.10.23 - 1912.02.23  (Death),1867-10-23 00:00:00,1912-02-23 00:00:00,Death
366,"Mills, David",Liberal Party of Canada,"Bothwell, Ontario","Laurier, Wilfrid",1896.11.13 - 1902.02.07  (Resignation),1896-11-13 00:00:00,1902-02-07 00:00:00,Resignation
367,"Mills, Samuel",Conservative (1867-1942),"Ontario, Ontario",Royal Proclamation,1867.10.23 - 1874.01.24  (Death),1867-10-23 00:00:00,1874-01-24 00:00:00,Death
368,"Milne, John",Conservative (1867-1942),"Hamilton, Ontario","Borden, Robert Laird",1915.12.03 - 1922.03.04  (Death),1915-12-03 00:00:00,1922-03-04 00:00:00,Death
369,"Milne, Lorna",Liberal Party of Canada,"Brampton, Ontario","Chrétien, Joseph Jacques Jean",1995.09.21 - 2009.12.13  (Retirement),1995-09-21 00:00:00,2009-12-13 00:00:00,Retirement
370,"Mitchell, Grant",Liberal Party of Canada,"Alberta, Alberta","Martin, Paul Edgar Philippe",2005.03.24 -,2005-03-24 00:00:00,,
371,"Mitchell, Peter",Liberal-Conservative,"New Brunswick, New Brunswick",Royal Proclamation,1867.10.23 - 1872.07.13  (Resignation),1867-10-23 00:00:00,1872-07-13 00:00:00,Resignation
372,"Mitchell, William",Liberal Party of Canada,"Wellington, Quebec","Laurier, Wilfrid",1904.03.05 - 1926.05.10  (Death),1904-03-05 00:00:00,1926-05-10 00:00:00,Death
373,"Mockler, Percy",Conservative Party of Canada,"New Brunswick, New Brunswick","Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
374,"Molgat, Gildas L.",Liberal Party of Canada,"Ste-Rose, Manitoba","Trudeau, Pierre Elliott",1970.10.07 - 2001.02.28  (Death),1970-10-07 00:00:00,2001-02-28 00:00:00,Death
375,"Molloy, John Patrick",Liberal Party of Canada,"Provencher, Manitoba","King, William Lyon Mackenzie",1925.10.06 - 1948.03.16  (Death),1925-10-06 00:00:00,1948-03-16 00:00:00,Death
376,"Molson, Hartland de Montarville",Independent,"Alma, Quebec","St-Laurent, Louis Stephen",1955.07.28 - 1993.05.31  (Resignation),1955-07-28 00:00:00,1993-05-31 00:00:00,Resignation
377,"Monette, Gustave",Progressive Conservative Party,"Mille Isles, Quebec","Diefenbaker, John George",1957.10.12 - 1969.12.23  (Death),1957-10-12 00:00:00,1969-12-23 00:00:00,Death
378,"Montgomery, Donald",Conservative (1867-1942),"Park Corner, Prince Edward Island","Macdonald, John Alexander",1873.10.18 - 1893.07.31  (Death),1873-10-18 00:00:00,1893-07-31 00:00:00,Death
379,"Montplaisir, Hippolyte",Liberal-Conservative,"Shawinigan, Quebec","Macdonald, John Alexander",1891.02.09 - 1927.06.20  (Death),1891-02-09 00:00:00,1927-06-20 00:00:00,Death
380,"Moore, Wilfred P.",Liberal Party of Canada,"Chester, Nova Scotia","Chrétien, Joseph Jacques Jean",1996.09.26 -,1996-09-26 00:00:00,,
381,"Moraud, Lucien",Conservative (1867-1942),"La Salle, Quebec","Bennett, Richard Bedford",1933.12.30 - 1951.05.29  (Death),1933-12-30 00:00:00,1951-05-29 00:00:00,Death
382,"Morin, Yves",Liberal Party of Canada,"Lauzon, Quebec","Chrétien, Joseph Jacques Jean",2001.03.08 - 2004.11.28  (Retirement),2001-03-08 00:00:00,2004-11-28 00:00:00,Retirement
383,"Mowat, Oliver",Liberal Party of Canada,"Ontario, Ontario","Laurier, Wilfrid",1896.07.15 - 1897.11.17  (Resignation),1896-07-15 00:00:00,1897-11-17 00:00:00,Resignation
384,"Muir, Robert",Progressive Conservative Party,"Cape Breton-The Sydneys, Nova Scotia","Trudeau, Pierre Elliott",1979.03.26 - 1994.11.10  (Retirement),1979-03-26 00:00:00,1994-11-10 00:00:00,Retirement
385,"Muirhead, William",Liberal Party of Canada,"Chatham, New Brunswick","Macdonald, John Alexander",1873.01.04 - 1884.12.29  (Death),1873-01-04 00:00:00,1884-12-29 00:00:00,Death
386,"Mulholland, Robert Alexander",Conservative (1867-1942),"Port Hope, Ontario","Borden, Robert Laird",1918.03.12 - 1927.10.01  (Death),1918-03-12 00:00:00,1927-10-01 00:00:00,Death
387,"Mullins, Henry Alfred",Conservative (1867-1942),"Marquette, Manitoba","Bennett, Richard Bedford",1935.08.14 - 1950.09.05  (Resignation),1935-08-14 00:00:00,1950-09-05 00:00:00,Resignation
388,"Munson, Jim",Liberal Party of Canada,"Ottawa / Rideau Canal, Ontario","Chrétien, Joseph Jacques Jean",2003.12.10 -,2003-12-10 00:00:00,,
389,"Murdock, James",Liberal Party of Canada,"Parkdale, Ontario","King, William Lyon Mackenzie",1930.03.20 - 1949.05.15  (Death),1930-03-20 00:00:00,1949-05-15 00:00:00,Death
390,"Murphy, Charles",Liberal Party of Canada,"Russell, Ontario","King, William Lyon Mackenzie",1925.09.05 - 1935.11.24  (Death),1925-09-05 00:00:00,1935-11-24 00:00:00,Death
391,"Murphy, Edward",Liberal-Conservative,"Victoria, Quebec","Macdonald, John Alexander",1889.05.30 - 1895.12.05  (Death),1889-05-30 00:00:00,1895-12-05 00:00:00,Death
392,"Murphy, Patrick Charles",Conservative (1867-1942),"Tignish, Prince Edward Island","Borden, Robert Laird",1912.11.20 - 1925.03.06  (Death),1912-11-20 00:00:00,1925-03-06 00:00:00,Death
393,"Murray, Lowell",Progressive Conservative Party,"Pakenham, Ontario","Clark, Charles Joseph",1979.09.13 - 2011.09.26  (Retirement),1979-09-13 00:00:00,2011-09-26 00:00:00,Retirement
394,Nancy Ruth,Progressive Conservative Party,"Cluny, Ontario","Martin, Paul Edgar Philippe",2005.03.24 -,2005-03-24 00:00:00,,
395,"Neiman, Joan Bissett",Liberal Party of Canada,"Peel, Ontario","Trudeau, Pierre Elliott",1972.09.01 - 1995.09.09  (Retirement),1972-09-01 00:00:00,1995-09-09 00:00:00,Retirement
396,"Nelson, Hugh",Liberal-Conservative,"Barkerville, British Columbia","Macdonald, John Alexander",1879.12.12 - 1887.03.01  (Resignation),1879-12-12 00:00:00,1887-03-01 00:00:00,Resignation
397,"Neufeld, Richard",Conservative Party of Canada,"British Columbia, British Columbia","Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
398,"Ngo, Thanh Hai",Conservative Party of Canada,"Ontario, Ontario","Harper, Stephen",2012.09.06 -,2012-09-06 00:00:00,,
399,"Nichol, John Lang",Liberal Party of Canada,"Lion's Gate, British Columbia","Pearson, Lester Bowles",1966.02.24 - 1973.04.19  (Resignation),1966-02-24 00:00:00,1973-04-19 00:00:00,Resignation
400,"Nicholls, Frederic",Conservative (1867-1942),"Toronto, Ontario","Borden, Robert Laird",1917.01.20 - 1921.10.25  (Death),1917-01-20 00:00:00,1921-10-25 00:00:00,Death
401,"Nicol, Jacob",Liberal Party of Canada,"Bedford, Quebec","King, William Lyon Mackenzie",1944.07.14 - 1958.09.23  (Death),1944-07-14 00:00:00,1958-09-23 00:00:00,Death
402,"Nolin, Pierre Claude",Progressive Conservative Party,"De Salaberry, Quebec","Mulroney, Martin Brian",1993.06.18 -,1993-06-18 00:00:00,,
403,"Norrie, Margaret Rosamond Fawcett",Liberal Party of Canada,"Colchester-Cumberland, Nova Scotia","Trudeau, Pierre Elliott",1972.04.27 - 1980.10.16  (Retirement),1972-04-27 00:00:00,1980-10-16 00:00:00,Retirement
404,"Northup, Jeremiah",Liberal Party of Canada,"Halifax, Nova Scotia","Macdonald, John Alexander",1870.10.10 - 1879.04.10  (Death),1870-10-10 00:00:00,1879-04-10 00:00:00,Death
405,"Northwood, Joseph",Liberal-Conservative,"Lambton, Ontario","Macdonald, John Alexander",1880.05.19 - 1886.10.29  (Death),1880-05-19 00:00:00,1886-10-29 00:00:00,Death
406,"Nurgitz, Nathan",Progressive Conservative Party,"Winnipeg North, Manitoba","Clark, Charles Joseph",1979.10.03 - 1993.02.09  (Resignation),1979-10-03 00:00:00,1993-02-09 00:00:00,Resignation
407,"O'Brien, James",Liberal-Conservative,"Victoria, Quebec","Bowell, Mackenzie",1896.01.02 - 1903.05.28  (Death),1896-01-02 00:00:00,1903-05-28 00:00:00,Death
408,"O'Brien, Michael John",Liberal Party of Canada,"Renfrew, Ontario","Borden, Robert Laird",1918.09.01 - 1925.09.01  (Resignation),1918-09-01 00:00:00,1925-09-01 00:00:00,Resignation
409,"O'Connor, Frank Patrick",Liberal Party of Canada,"Scarborough Junction, Ontario","King, William Lyon Mackenzie",1935.12.06 - 1939.08.21  (Death),1935-12-06 00:00:00,1939-08-21 00:00:00,Death
410,"Odell, William Hunter",Conservative (1867-1942),"Rockwood, New Brunswick",Royal Proclamation,1867.10.23 - 1891.07.25  (Death),1867-10-23 00:00:00,1891-07-25 00:00:00,Death
411,"O'Donohoe, John",Liberal-Conservative,"Erie, Ontario","Macdonald, John Alexander",1882.05.21 - 1902.12.07  (Death),1882-05-21 00:00:00,1902-12-07 00:00:00,Death
412,"Ogilvie, Alexander Walker",Conservative (1867-1942),"Alma, Quebec","Macdonald, John Alexander",1881.12.24 - 1901.01.18  (Resignation),1881-12-24 00:00:00,1901-01-18 00:00:00,Resignation
413,"Ogilvie, Kelvin Kenneth",Conservative Party of Canada,"Annapolis Valley - Hants, Nova Scotia","Harper, Stephen",2009.08.27 -,2009-08-27 00:00:00,,
414,"Oh, Victor",Conservative Party of Canada,"Mississauga, Ontario","Harper, Stephen",2013.01.25 -,2013-01-25 00:00:00,,
415,"O'Leary, Clement Augustine",Progressive Conservative Party,"Antigonish-Guysborough, Nova Scotia","Diefenbaker, John George",1962.09.25 - 1969.06.12  (Death),1962-09-25 00:00:00,1969-06-12 00:00:00,Death
416,"O'Leary, M. Grattan",Progressive Conservative Party,"Carleton, Ontario","Diefenbaker, John George",1962.09.24 - 1976.04.07  (Death),1962-09-24 00:00:00,1976-04-07 00:00:00,Death
417,"Oliver, Donald H.",Progressive Conservative Party,"South Shore, Nova Scotia","Mulroney, Martin Brian",1990.09.07 - 2013.11.16  (Retirement),1990-09-07 00:00:00,2013-11-16 00:00:00,Retirement
